"restaurant","cuisine_type","WeekendOrWeekday","order_id","cost","rating","prep_time","delivery_time"
"Cafe Habana","Mexican","Weekday",409,9.75,5,34,30
"Cafe Habana","Mexican","Weekend",410,4.85,5,28,22
"Cafe Habana","Mexican","Weekend",411,8.1,NA,20,16
"Cafe Habana","Mexican","Weekend",412,9.51,5,22,21
"Cafe Habana","Mexican","Weekend",413,31.38,4,23,27
"Cafe Habana","Mexican","Weekend",414,14.07,4,26,21
"Cafe Habana","Mexican","Weekend",415,8.25,4,21,29
"Cafe Habana","Mexican","Weekend",416,25.17,NA,27,26
"Cafe Habana","Mexican","Weekend",417,15.62,NA,29,19
"Cafe Mogador","Middle Eastern","Weekday",418,29.1,5,20,29
"Cafe Mogador","Middle Eastern","Weekday",419,25.27,5,30,25
"Cafe Mogador","Middle Eastern","Weekday",420,19.45,4,23,29
"Cafe Mogador","Middle Eastern","Weekday",421,15.86,NA,32,29
"Cafe Mogador","Middle Eastern","Weekend",422,6.69,4,23,30
"Cafe Mogador","Middle Eastern","Weekend",423,12.95,3,21,20
"Cafe Mogador","Middle Eastern","Weekend",424,24.2,4,32,22
"Cafe Mogador","Middle Eastern","Weekend",425,29.05,4,27,30
"Cafe Mogador","Middle Eastern","Weekend",426,24.25,NA,26,22
"Cafe Mogador","Middle Eastern","Weekend",427,29.88,4,20,17
"Cafe Mogador","Middle Eastern","Weekend",428,16.15,5,29,27
"Cafe Mogador","Middle Eastern","Weekend",429,9.22,NA,23,15
"Cafe Mogador","Middle Eastern","Weekend",430,15.91,5,32,15
"Cafe Mogador","Middle Eastern","Weekend",431,13,NA,21,15
"Cafe Mogador","Middle Eastern","Weekend",432,5.77,3,20,16
"Cafe Mogador","Middle Eastern","Weekend",433,25.17,4,23,30
"Cafe Mogador","Middle Eastern","Weekend",434,13.68,4,29,18
"Cafe Mogador","Middle Eastern","Weekend",435,14.12,NA,24,24
"Cafeteria","American","Weekday",437,20.47,3,32,24
"Cafeteria","American","Weekday",438,12.23,NA,26,25
"Cafeteria","American","Weekday",439,6.69,4,21,32
"Cafeteria","American","Weekend",440,13.05,NA,31,16
"Cafeteria","American","Weekend",441,15.52,3,28,30
"Cafeteria","American","Weekend",442,11.59,NA,24,19
"Cafeteria","American","Weekend",443,16.44,NA,33,22
"Cafeteria","American","Weekend",444,12.08,3,35,28
"Cafeteria","American","Weekend",445,17.03,NA,34,20
"CafÌ© China","Chinese","Weekday",446,32.93,3,26,28
"CafÌ© China","Chinese","Weekday",447,15.57,4,34,31
"CafÌ© China","Chinese","Weekend",448,24.3,NA,20,23
"CafÌ© China","Chinese","Weekend",449,21.83,4,32,15
"CafÌ© China","Chinese","Weekend",450,12.13,NA,27,25
"CafÌ© China","Chinese","Weekend",451,12.61,5,20,20
"Carmine's","Italian","Weekday",452,29.05,NA,33,32
"Carmine's","Italian","Weekday",453,19.98,5,34,30
"Carmine's","Italian","Weekend",454,21.93,5,20,28
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekday",455,14.16,NA,22,24
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekday",456,29.1,5,21,29
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekday",457,16.44,NA,33,30
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekday",458,29.15,NA,21,24
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekday",459,29.1,4,22,32
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekday",460,24.3,NA,21,33
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",461,16.1,NA,22,26
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",462,29.1,5,24,28
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",463,12.56,5,22,18
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",464,15.23,NA,31,21
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",465,22.26,4,21,21
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",466,31.33,4,35,21
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",467,15.57,4,31,20
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",468,12.13,3,34,25
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",469,29.1,4,27,25
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",470,22.31,5,31,17
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",471,19.35,NA,25,22
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",472,29.05,4,22,21
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",473,25.22,4,27,22
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",474,12.13,5,34,19
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",475,29.05,NA,28,27
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",476,9.6,3,23,26
"Chipotle Mexican Grill $1.99 Delivery","Mexican","Weekend",477,19.35,4,21,18
"Cho Dang Gol","Korean","Weekday",478,12.18,5,20,26
"Cho Dang Gol","Korean","Weekend",479,11.84,5,25,16
"Cho Dang Gol","Korean","Weekend",480,29.25,4,23,21
"Cho Dang Gol","Korean","Weekend",481,5.77,5,21,17
"Cho Dang Gol","Korean","Weekend",482,12.13,4,29,16
"Cho Dang Gol","Korean","Weekend",483,14.02,NA,25,20
"Delicatessen","American","Weekend",489,12.18,NA,24,17
"Delicatessen","American","Weekend",490,11.64,NA,27,27
"Delicatessen","American","Weekend",491,32.98,5,34,16
"Delicatessen","American","Weekend",492,24.2,4,21,19
"Delicatessen","American","Weekend",493,32.93,4,30,18
"Dickson's Farmstand Meats","American","Weekend",496,15.72,4,23,28
"Dickson's Farmstand Meats","American","Weekend",497,33.03,5,35,20
"Dickson's Farmstand Meats","American","Weekend",498,12.18,5,21,20
"Dirty Bird To Go (archived)","American","Weekend",500,12.13,4,22,27
"Dirty Bird To Go (archived)","American","Weekend",501,8.54,NA,32,30
"Dirty Bird To Go (archived)","American","Weekend",502,15.57,NA,30,24
"Dirty Bird to Go","American","Weekday",503,12.08,NA,23,32
"Dirty Bird to Go","American","Weekday",504,11.59,4,25,24
"Dirty Bird to Go","American","Weekday",505,12.18,NA,20,24
"Dirty Bird to Go","American","Weekend",506,19.4,4,25,19
"Don's Bogam BBQ & Wine Bar","Korean","Weekend",507,12.23,NA,32,20
"Don's Bogam BBQ & Wine Bar","Korean","Weekend",508,12.61,4,25,26
"Don's Bogam BBQ & Wine Bar","Korean","Weekend",509,14.07,3,33,16
"Donburi-ya","Japanese","Weekday",510,6.64,NA,21,29
"Donburi-ya","Japanese","Weekday",511,8.01,5,30,30
"Donburi-ya","Japanese","Weekday",512,15.86,5,28,28
"Donburi-ya","Japanese","Weekend",513,14.7,NA,30,27
"Donburi-ya","Japanese","Weekend",514,12.18,NA,23,23
"Donburi-ya","Japanese","Weekend",515,5.77,NA,27,29
"Donburi-ya","Japanese","Weekend",516,12.37,5,24,17
"Dos Caminos","Mexican","Weekday",517,12.18,5,24,30
"Dos Caminos","Mexican","Weekday",518,8.1,NA,23,26
"Dos Caminos","Mexican","Weekday",519,12.08,5,26,26
"Dos Caminos","Mexican","Weekend",520,16.06,NA,35,19
"Dos Caminos","Mexican","Weekend",521,11.59,NA,33,22
"Dos Caminos","Mexican","Weekend",522,6.11,5,26,21
"Dos Caminos","Mexican","Weekend",523,22.36,NA,30,26
"Dos Caminos","Mexican","Weekend",524,6.74,5,32,26
"DuMont Burger","American","Weekend",526,29.05,5,22,30
"DuMont Burger","American","Weekend",527,24.25,3,28,20
"DuMont Burger","American","Weekend",528,12.56,NA,35,19
"Empanada Mama (closed)","Mexican","Weekday",531,5.92,3,34,25
"Empanada Mama (closed)","Mexican","Weekday",532,24.3,NA,25,24
"Empanada Mama (closed)","Mexican","Weekday",533,19.98,4,23,32
"Empanada Mama (closed)","Mexican","Weekend",534,15.57,4,24,20
"Empanada Mama (closed)","Mexican","Weekend",535,15.37,3,35,30
"Empanada Mama (closed)","Mexican","Weekend",536,14.21,NA,27,25
"Empanada Mama (closed)","Mexican","Weekend",537,11.88,5,23,27
"Empanada Mama (closed)","Mexican","Weekend",538,19.35,5,29,22
"Empanada Mama (closed)","Mexican","Weekend",539,22.75,NA,29,18
"Empanada Mama (closed)","Mexican","Weekend",540,8.1,5,23,22
"Empanada Mama (closed)","Mexican","Weekend",541,12.13,5,21,22
"Empanada Mama (closed)","Mexican","Weekend",542,12.37,NA,29,25
"Empanada Mama (closed)","Mexican","Weekend",543,31.38,5,24,18
"Five Guys Burgers and Fries","American","Weekday",545,6.4,5,23,32
"Five Guys Burgers and Fries","American","Weekday",546,13,5,30,27
"Five Guys Burgers and Fries","American","Weekday",547,12.08,NA,28,27
"Five Guys Burgers and Fries","American","Weekday",548,14.12,5,23,32
"Five Guys Burgers and Fries","American","Weekday",549,19.45,3,28,28
"Five Guys Burgers and Fries","American","Weekday",550,5.72,NA,22,24
"Five Guys Burgers and Fries","American","Weekday",551,14.07,NA,24,26
"Five Guys Burgers and Fries","American","Weekend",552,12.13,NA,26,15
"Five Guys Burgers and Fries","American","Weekend",553,14.12,4,27,27
"Five Guys Burgers and Fries","American","Weekend",554,14.12,4,28,25
"Five Guys Burgers and Fries","American","Weekend",555,13.05,NA,34,27
"Five Guys Burgers and Fries","American","Weekend",556,29.15,NA,20,16
"Five Guys Burgers and Fries","American","Weekend",557,24.3,5,30,20
"Five Guys Burgers and Fries","American","Weekend",558,16.01,NA,27,19
"Five Guys Burgers and Fries","American","Weekend",559,12.08,NA,20,18
"Five Guys Burgers and Fries","American","Weekend",560,12.23,5,22,22
"Five Guys Burgers and Fries","American","Weekend",561,33.03,NA,29,25
"Five Guys Burgers and Fries","American","Weekend",562,12.18,NA,22,26
"Five Guys Burgers and Fries","American","Weekend",563,16.05,4,29,18
"Five Guys Burgers and Fries","American","Weekend",564,33.03,5,29,15
"Five Guys Burgers and Fries","American","Weekend",565,24.2,4,21,24
"Five Guys Burgers and Fries","American","Weekend",566,9.27,4,23,25
"Five Guys Burgers and Fries","American","Weekend",567,25.27,5,27,29
"Five Guys Burgers and Fries","American","Weekend",568,24.3,5,28,18
"Five Guys Burgers and Fries","American","Weekend",569,19.45,5,22,23
"Five Guys Burgers and Fries","American","Weekend",570,22.75,5,30,20
"Five Guys Burgers and Fries","American","Weekend",571,12.18,NA,21,19
"Five Guys Burgers and Fries","American","Weekend",572,13,4,29,27
"Five Guys Burgers and Fries","American","Weekend",573,29.73,5,21,25
"Five Leaves","American","Weekday",574,6.26,5,31,26
"Five Leaves","American","Weekday",575,10.24,NA,22,25
"Five Leaves","American","Weekend",576,9.17,4,34,23
"Five Leaves","American","Weekend",577,12.13,NA,23,15
"Friend of a Farmer","American","Weekend",579,24.2,NA,33,27
"Friend of a Farmer","American","Weekend",580,9.75,NA,26,30
"Friend of a Farmer","American","Weekend",581,9.7,NA,35,22
"Go! Go! Curry!","Japanese","Weekday",584,14.02,4,22,27
"Go! Go! Curry!","Japanese","Weekend",585,20.18,3,22,29
"Go! Go! Curry!","Japanese","Weekend",586,33.03,NA,22,15
"Grand Sichuan International","Chinese","Weekday",587,25.27,5,35,30
"Grand Sichuan International","Chinese","Weekday",588,7.66,5,33,31
"Grand Sichuan International","Chinese","Weekend",589,32.93,NA,32,28
"Grand Sichuan International","Chinese","Weekend",590,12.23,NA,24,28
"Han Dynasty","Chinese","Weekday",594,12.18,NA,26,26
"Han Dynasty","Chinese","Weekday",595,14.8,4,23,25
"Han Dynasty","Chinese","Weekday",596,16.44,NA,23,29
"Han Dynasty","Chinese","Weekday",597,12.18,3,33,29
"Han Dynasty","Chinese","Weekday",598,33.03,5,35,32
"Han Dynasty","Chinese","Weekday",599,5.67,4,21,31
"Han Dynasty","Chinese","Weekday",600,33.03,NA,33,31
"Han Dynasty","Chinese","Weekday",601,34.19,NA,21,31
"Han Dynasty","Chinese","Weekday",602,29.15,NA,20,24
"Han Dynasty","Chinese","Weekday",603,9.51,NA,24,27
"Han Dynasty","Chinese","Weekend",604,12.13,5,33,27
"Han Dynasty","Chinese","Weekend",605,16.01,5,30,16
"Han Dynasty","Chinese","Weekend",606,21.93,NA,24,20
"Han Dynasty","Chinese","Weekend",607,29.15,NA,31,19
"Han Dynasty","Chinese","Weekend",608,12.08,5,22,23
"Han Dynasty","Chinese","Weekend",609,12.18,NA,30,15
"Han Dynasty","Chinese","Weekend",610,19.3,NA,34,21
"Han Dynasty","Chinese","Weekend",611,12.23,3,33,27
"Han Dynasty","Chinese","Weekend",612,6.84,5,22,22
"Han Dynasty","Chinese","Weekend",613,14.02,NA,24,15
"Han Dynasty","Chinese","Weekend",614,7.23,5,21,18
"Han Dynasty","Chinese","Weekend",615,12.95,NA,20,25
"Han Dynasty","Chinese","Weekend",616,24.25,5,33,26
"Han Dynasty","Chinese","Weekend",617,14.16,NA,30,23
"Han Dynasty","Chinese","Weekend",618,19.4,NA,35,26
"Han Dynasty","Chinese","Weekend",619,29.15,NA,29,21
"Han Dynasty","Chinese","Weekend",620,6.64,NA,25,29
"Han Dynasty","Chinese","Weekend",621,8.97,4,33,19
"Han Dynasty","Chinese","Weekend",622,8.54,4,31,15
"Han Dynasty","Chinese","Weekend",623,24.2,5,23,15
"Han Dynasty","Chinese","Weekend",624,22.31,3,23,29
"Han Dynasty","Chinese","Weekend",625,16.2,NA,29,18
"Han Dynasty","Chinese","Weekend",626,22.31,5,29,15
"Han Dynasty","Chinese","Weekend",627,29.2,NA,26,30
"Han Dynasty","Chinese","Weekend",628,12.13,NA,20,25
"Han Dynasty","Chinese","Weekend",629,14.75,NA,30,16
"Han Dynasty","Chinese","Weekend",630,8.1,5,23,26
"Han Dynasty","Chinese","Weekend",631,13.34,4,34,27
"Han Dynasty","Chinese","Weekend",632,7.71,5,22,18
"Han Dynasty","Chinese","Weekend",633,14.12,4,35,19
"Han Dynasty","Chinese","Weekend",634,13,4,32,22
"Han Dynasty","Chinese","Weekend",635,12.08,5,27,29
"Han Dynasty","Chinese","Weekend",636,9.75,NA,29,25
"Han Dynasty","Chinese","Weekend",637,29.15,NA,27,15
"Han Dynasty","Chinese","Weekend",638,5.82,NA,26,24
"Han Dynasty","Chinese","Weekend",639,13.78,5,27,20
"Hatsuhana","Japanese","Weekday",643,17.03,4,35,33
"Hatsuhana","Japanese","Weekend",644,14.07,NA,26,17
"Hatsuhana","Japanese","Weekend",645,14.07,5,27,24
"Hatsuhana","Japanese","Weekend",646,8.97,4,25,26
"Hatsuhana","Japanese","Weekend",647,29.15,3,33,28
"Hatsuhana","Japanese","Weekend",648,29.49,4,22,23
"Hill Country Fried Chicken","Southern","Weekday",652,12.23,4,20,29
"Hill Country Fried Chicken","Southern","Weekday",653,29.78,NA,35,33
"Hill Country Fried Chicken","Southern","Weekday",654,31.43,5,25,28
"Hill Country Fried Chicken","Southern","Weekday",655,22.31,3,21,25
"Hill Country Fried Chicken","Southern","Weekend",656,12.47,NA,29,28
"Hill Country Fried Chicken","Southern","Weekend",657,16.93,5,33,21
"Hill Country Fried Chicken","Southern","Weekend",658,11.64,4,35,21
"Hill Country Fried Chicken","Southern","Weekend",659,24.2,4,25,15
"Hill Country Fried Chicken","Southern","Weekend",660,14.12,5,25,15
"Hill Country Fried Chicken","Southern","Weekend",661,29.35,4,26,24
"Hill Country Fried Chicken","Southern","Weekend",662,29.15,5,33,25
"Hill Country Fried Chicken","Southern","Weekend",663,14.84,4,21,21
"Hill Country Fried Chicken","Southern","Weekend",664,14.79,5,35,15
"Hill Country Fried Chicken","Southern","Weekend",665,29.15,NA,20,17
"Hummus Place","Middle Eastern","Weekend",669,9.75,5,28,28
"Hummus Place","Middle Eastern","Weekend",670,29.05,5,26,17
"Hummus Place","Middle Eastern","Weekend",671,16.15,4,30,28
"Izakaya Ten","Japanese","Weekday",674,12.23,5,23,24
"Izakaya Ten","Japanese","Weekend",675,13.05,3,34,23
"Izakaya Ten","Japanese","Weekend",676,6.02,NA,24,19
"J. G. Melon","American","Weekday",677,19.4,4,35,26
"J. G. Melon","American","Weekday",678,6.06,4,24,27
"J. G. Melon","American","Weekday",679,6.07,3,29,25
"J. G. Melon","American","Weekday",680,7.33,NA,31,30
"J. G. Melon","American","Weekday",681,10.43,5,35,29
"J. G. Melon","American","Weekday",682,8.25,3,34,33
"J. G. Melon","American","Weekend",683,12.18,NA,32,22
"J. G. Melon","American","Weekend",684,19.45,5,24,15
"J. G. Melon","American","Weekend",685,12.66,4,23,20
"J. G. Melon","American","Weekend",686,14.6,5,32,24
"J. G. Melon","American","Weekend",687,8.35,5,29,23
"J. G. Melon","American","Weekend",688,6.74,5,20,29
"J. G. Melon","American","Weekend",689,8.83,5,31,19
"J. G. Melon","American","Weekend",690,29.05,NA,26,28
"J. G. Melon","American","Weekend",691,22.26,5,22,25
"Jack's Wife Freda","Mediterranean","Weekday",692,14.12,5,25,25
"Jack's Wife Freda","Mediterranean","Weekday",693,12.95,3,22,33
"Jack's Wife Freda","Mediterranean","Weekday",694,25.17,4,31,25
"Jack's Wife Freda","Mediterranean","Weekday",695,12.18,5,23,31
"Jack's Wife Freda","Mediterranean","Weekday",696,16.01,NA,28,33
"Jack's Wife Freda","Mediterranean","Weekday",697,16.15,5,22,24
"Jack's Wife Freda","Mediterranean","Weekday",698,5.67,3,24,29
"Jack's Wife Freda","Mediterranean","Weekend",699,15.47,5,33,16
"Jack's Wife Freda","Mediterranean","Weekend",700,12.13,4,33,23
"Jack's Wife Freda","Mediterranean","Weekend",701,6.74,NA,25,22
"Jack's Wife Freda","Mediterranean","Weekend",702,16.15,4,26,22
"Jack's Wife Freda","Mediterranean","Weekend",703,12.18,3,33,23
"Jack's Wife Freda","Mediterranean","Weekend",704,22.31,NA,23,28
"Jack's Wife Freda","Mediterranean","Weekend",705,12.08,5,30,19
"Jack's Wife Freda","Mediterranean","Weekend",706,8.49,NA,23,18
"Jack's Wife Freda","Mediterranean","Weekend",707,12.13,5,21,19
"Jack's Wife Freda","Mediterranean","Weekend",708,29.05,5,35,28
"Jack's Wife Freda","Mediterranean","Weekend",709,12.47,5,34,20
"Jack's Wife Freda","Mediterranean","Weekend",710,32.93,3,21,16
"Jack's Wife Freda","Mediterranean","Weekend",711,22.75,3,35,29
"Jack's Wife Freda","Mediterranean","Weekend",712,20.71,NA,35,16
"Jack's Wife Freda","Mediterranean","Weekend",713,6.69,5,21,16
"Jack's Wife Freda","Mediterranean","Weekend",714,31.43,5,34,20
"Jack's Wife Freda","Mediterranean","Weekend",715,9.41,5,28,15
"Jack's Wife Freda","Mediterranean","Weekend",716,31.38,NA,28,18
"Joe's Shanghai _Àü£¾÷´","Chinese","Weekday",717,22.31,3,27,31
"Joe's Shanghai _Àü£¾÷´","Chinese","Weekend",718,16.15,3,33,20
"Joe's Shanghai _Àü£¾÷´","Chinese","Weekend",719,16.1,5,31,22
"Joe's Shanghai _Àü£¾÷´","Chinese","Weekend",720,15.81,5,20,26
"Junoon","Indian","Weekday",721,25.17,NA,23,24
"Junoon","Indian","Weekday",722,9.22,NA,30,32
"Junoon","Indian","Weekday",723,28.62,5,21,32
"Junoon","Indian","Weekend",724,29.49,5,23,17
"Junoon","Indian","Weekend",725,22.75,5,29,28
"Kanoyama","Japanese","Weekday",727,25.27,NA,29,33
"Kanoyama","Japanese","Weekend",728,12.81,5,23,24
"Kanoyama","Japanese","Weekend",729,32.98,5,35,16
"L'Express","French","Weekday",732,22.02,NA,21,27
"L'Express","French","Weekday",733,24.2,NA,28,24
"L'Express","French","Weekday",734,16.98,NA,35,29
"L'Express","French","Weekday",735,11.98,5,21,28
"L'Express","French","Weekend",736,29.2,5,21,29
"L'Express","French","Weekend",737,19.69,3,26,17
"Lantern Thai Kitchen","Thai","Weekday",740,21.93,NA,22,25
"Lantern Thai Kitchen","Thai","Weekend",741,32.93,NA,34,27
"Lantern Thai Kitchen","Thai","Weekend",742,13.97,NA,28,29
"Lantern Thai Kitchen","Thai","Weekend",743,9.46,5,29,19
"Lucky's Famous Burgers","American","Weekday",748,12.13,NA,23,30
"Lucky's Famous Burgers","American","Weekday",749,12.13,5,21,30
"Lucky's Famous Burgers","American","Weekend",750,5.77,4,21,20
"Lucky's Famous Burgers","American","Weekend",751,6.01,NA,33,16
"Lucky's Famous Burgers","American","Weekend",752,11.59,5,26,23
"Lucky's Famous Burgers","American","Weekend",753,16.2,5,32,27
"Mamoun's Falafel","Mediterranean","Weekday",754,5.92,NA,31,33
"Mamoun's Falafel","Mediterranean","Weekday",755,12.18,5,25,30
"Mamoun's Falafel","Mediterranean","Weekend",756,9.07,NA,20,24
"Mamoun's Falafel","Mediterranean","Weekend",757,14.41,5,33,26
"Mamoun's Falafel","Mediterranean","Weekend",758,14.12,3,31,15
"Mamoun's Falafel","Mediterranean","Weekend",759,12.61,4,21,17
"Mamoun's Falafel","Mediterranean","Weekend",760,14.46,NA,20,29
"Melt Shop","American","Weekday",762,11.69,4,21,27
"Melt Shop","American","Weekday",763,9.02,NA,29,24
"Melt Shop","American","Weekday",764,9.12,NA,29,33
"Melt Shop","American","Weekend",765,9.6,5,30,16
"Melt Shop","American","Weekend",766,16.98,5,30,19
"Melt Shop","American","Weekend",767,25.27,5,27,30
"Melt Shop","American","Weekend",768,12.66,3,27,26
"Melt Shop","American","Weekend",769,12.56,4,25,23
"Melt Shop","American","Weekend",770,29.15,4,26,17
"Melt Shop","American","Weekend",771,19.4,4,30,25
"Melt Shop","American","Weekend",772,21.93,5,30,18
"Mission Cantina","Mexican","Weekend",775,16.2,5,31,18
"Mission Cantina","Mexican","Weekend",776,12.08,NA,30,18
"Mission Cantina","Mexican","Weekend",777,29.15,NA,31,26
"Mission Cantina","Mexican","Weekend",778,15.57,5,21,28
"Mission Cantina","Mexican","Weekend",779,14.45,NA,27,29
"Momoya","Japanese","Weekday",780,32.93,3,28,27
"Momoya","Japanese","Weekday",781,16.98,5,31,32
"Momoya","Japanese","Weekday",782,14.02,4,24,30
"Momoya","Japanese","Weekday",783,6.84,NA,21,24
"Momoya","Japanese","Weekday",784,19.35,NA,29,24
"Momoya","Japanese","Weekday",785,16.05,4,34,33
"Momoya","Japanese","Weekday",786,25.27,5,31,30
"Momoya","Japanese","Weekday",787,8.54,4,28,29
"Momoya","Japanese","Weekday",788,29.35,NA,31,30
"Momoya","Japanese","Weekday",789,29.1,4,21,29
"Momoya","Japanese","Weekday",790,12.23,3,32,24
"Momoya","Japanese","Weekend",791,19.35,4,27,28
"Momoya","Japanese","Weekend",792,24.3,4,35,30
"Momoya","Japanese","Weekend",793,22.85,4,32,17
"Momoya","Japanese","Weekend",794,9.02,NA,21,30
"Momoya","Japanese","Weekend",795,14.21,NA,24,30
"Momoya","Japanese","Weekend",796,15.81,5,25,15
"Momoya","Japanese","Weekend",797,12.18,4,26,25
"Momoya","Japanese","Weekend",798,6.02,5,28,20
"Momoya","Japanese","Weekend",799,8.05,NA,31,25
"Momoya","Japanese","Weekend",800,11.59,5,20,21
"Momoya","Japanese","Weekend",801,9.55,5,30,26
"Momoya","Japanese","Weekend",802,31.43,NA,24,17
"Momoya","Japanese","Weekend",803,8.1,NA,32,27
"Momoya","Japanese","Weekend",804,24.3,5,28,20
"Momoya","Japanese","Weekend",805,12.18,4,27,25
"Momoya","Japanese","Weekend",806,11.59,3,24,29
"Momoya","Japanese","Weekend",807,9.41,5,26,20
"Momoya","Japanese","Weekend",808,12.13,5,22,21
"Momoya","Japanese","Weekend",809,19.4,4,27,16
"Nobu Next Door","Japanese","Weekday",812,15.76,NA,33,31
"Nobu Next Door","Japanese","Weekday",813,15.76,NA,27,28
"Nobu Next Door","Japanese","Weekday",814,16.3,3,20,24
"Nobu Next Door","Japanese","Weekday",815,5.67,5,33,25
"Nobu Next Door","Japanese","Weekday",816,29.29,4,30,24
"Nobu Next Door","Japanese","Weekday",817,12.23,5,31,29
"Nobu Next Door","Japanese","Weekday",818,5.77,4,29,24
"Nobu Next Door","Japanese","Weekday",819,15.13,NA,21,30
"Nobu Next Door","Japanese","Weekday",820,29.1,3,35,27
"Nobu Next Door","Japanese","Weekday",821,7.86,5,20,27
"Nobu Next Door","Japanese","Weekday",822,13.97,NA,27,24
"Nobu Next Door","Japanese","Weekday",823,29.15,5,28,25
"Nobu Next Door","Japanese","Weekday",824,8.97,NA,22,31
"Nobu Next Door","Japanese","Weekend",825,16.06,NA,31,23
"Nobu Next Door","Japanese","Weekend",826,19.35,4,28,30
"Nobu Next Door","Japanese","Weekend",827,12.66,NA,20,21
"Nobu Next Door","Japanese","Weekend",828,4.47,5,28,26
"Nobu Next Door","Japanese","Weekend",829,19.4,NA,28,29
"Nobu Next Door","Japanese","Weekend",830,9.22,NA,29,23
"Nobu Next Door","Japanese","Weekend",831,12.46,4,35,28
"Nobu Next Door","Japanese","Weekend",832,12.18,5,32,23
"Nobu Next Door","Japanese","Weekend",833,9.7,5,30,29
"Nobu Next Door","Japanese","Weekend",834,29.05,5,33,29
"Nobu Next Door","Japanese","Weekend",835,29.15,NA,27,15
"Nobu Next Door","Japanese","Weekend",836,25.17,4,31,29
"Nobu Next Door","Japanese","Weekend",837,25.17,NA,21,16
"Nobu Next Door","Japanese","Weekend",838,6.74,NA,31,29
"Nobu Next Door","Japanese","Weekend",839,11.59,5,26,24
"Nobu Next Door","Japanese","Weekend",840,12.08,NA,21,19
"Nobu Next Door","Japanese","Weekend",841,9.7,NA,21,19
"Nobu Next Door","Japanese","Weekend",842,11.11,NA,25,30
"Nobu Next Door","Japanese","Weekend",843,5.77,4,25,29
"Nobu Next Door","Japanese","Weekend",844,12.18,4,29,20
"Nobu Next Door","Japanese","Weekend",845,9.51,NA,25,29
"Nobu Next Door","Japanese","Weekend",846,15.86,5,29,23
"Nobu Next Door","Japanese","Weekend",847,15.91,4,26,15
"Nobu Next Door","Japanese","Weekend",848,12.13,NA,28,16
"Nobu Next Door","Japanese","Weekend",849,14.12,3,30,19
"Nobu Next Door","Japanese","Weekend",850,9.41,NA,32,30
"Nobu Next Door","Japanese","Weekend",851,33.37,4,32,21
"Nobu Next Door","Japanese","Weekend",852,9.17,NA,24,15
"Nobu Next Door","Japanese","Weekend",853,6.02,5,33,24
"Olea","Mediterranean","Weekday",854,6.69,NA,20,28
"Olea","Mediterranean","Weekend",855,12.23,4,29,24
"Olea","Mediterranean","Weekend",856,24.2,NA,20,16
"Osteria Morini","Italian","Weekday",859,9.22,4,29,33
"Osteria Morini","Italian","Weekday",860,24.25,NA,22,24
"Osteria Morini","Italian","Weekday",861,24.2,3,28,28
"Osteria Morini","Italian","Weekday",862,6.79,4,32,29
"Osteria Morini","Italian","Weekend",863,5.77,3,24,19
"Osteria Morini","Italian","Weekend",864,12.95,5,26,28
"Osteria Morini","Italian","Weekend",865,12.13,5,22,26
"Osteria Morini","Italian","Weekend",866,9.51,NA,22,26
"Osteria Morini","Italian","Weekend",867,9.17,NA,25,22
"Osteria Morini","Italian","Weekend",868,8.3,NA,27,19
"Osteria Morini","Italian","Weekend",869,8.88,NA,34,26
"Osteria Morini","Italian","Weekend",870,9.07,NA,33,16
"Osteria Morini","Italian","Weekend",871,14.55,NA,34,22
"Osteria Morini","Italian","Weekend",872,19.45,NA,26,29
"Otto Enoteca Pizzeria","Italian","Weekday",873,13.05,5,33,27
"Otto Enoteca Pizzeria","Italian","Weekday",874,19.4,4,32,28
"Otto Enoteca Pizzeria","Italian","Weekday",875,24.25,NA,31,30
"Otto Enoteca Pizzeria","Italian","Weekend",876,9.61,5,26,30
"Otto Enoteca Pizzeria","Italian","Weekend",877,14.99,NA,29,21
"Otto Enoteca Pizzeria","Italian","Weekend",878,12.13,5,33,21
