"order_id","restaurant","cuisine_type","cost","WeekendOrWeekday","rating","prepTime","deliveryTime"
1477438,"Parm","Italian",31.33,"Weekend",NA,24,16
1477271,"The Meatball Shop","Italian",17.08,"Weekday",5,22,26
1478252,"Dos Caminos","Mexican",22.36,"Weekend",NA,30,26
1477336,"The Meatball Shop","Italian",32.93,"Weekend",5,34,29
1477810,"Bistango","Italian",24.2,"Weekend",NA,28,21
1476870,"The Meatball Shop","Italian",24.3,"Weekend",5,28,25
1477306,"Brgr","American",5.72,"Weekday",3,24,26
1476861,"Tamarind TriBeCa","Indian",29.15,"Weekend",3,35,22
1476737,"Nobu Next Door","Japanese",12.23,"Weekday",5,31,29
1477636,"Parm","Italian",12.13,"Weekend",4,29,26
1477515,"Sushi of Gari 46","Japanese",12.13,"Weekend",NA,31,24
1476810,"Amma","Indian",19.35,"Weekend",NA,30,16
1477273,"RedFarm Broadway","Chinese",12.61,"Weekday",NA,26,27
1476783,"Han Dynasty","Chinese",19.4,"Weekend",NA,35,26
1478122,"Cafe Habana","Mexican",9.51,"Weekend",5,22,21
1478041,"67 Burger","American",29.05,"Weekday",5,20,28
1477655,"Empanada Mama","Mexican",19.35,"Weekend",5,29,22
1478076,"Sarabeth's East","American",29.3,"Weekend",NA,27,20
1476685,"The Meatball Shop","Italian",22.26,"Weekday",4,30,26
1478087,"Bareburger","American",8.39,"Weekend",3,27,30
1478443,"Cafe Mogador","Middle Eastern",29.88,"Weekend",4,20,17
1477921,"Benihana","Japanese",29.29,"Weekend",5,20,18
1478099,"Parm","Italian",19.4,"Weekday",NA,24,28
1477550,"Shake Shack","American",29.05,"Weekday",4,27,29
1478230,"RedFarm Hudson","Chinese",14.6,"Weekend",3,30,28
1476954,"Momoya","Japanese",14.21,"Weekend",NA,24,30
1478045,"Yama 49","Japanese",31.33,"Weekend",5,21,27
1477591,"Shake Shack","American",31.43,"Weekend",NA,30,19
1477473,"Han Dynasty","Chinese",29.15,"Weekend",NA,29,21
1478404,"Blue Ribbon Sushi Bar & Grill","Japanese",33.03,"Weekend",5,28,15
1477214,"Five Guys Burgers and Fries","American",13,"Weekday",5,30,27
1477937,"The Meatball Shop","Italian",9.65,"Weekday",5,34,28
1478188,"The Meatball Shop","American",12.56,"Weekend",NA,28,22
1478025,"Pylos","Mediterranean",14.02,"Weekday",3,30,29
1477652,"Parm","Italian",10.14,"Weekday",NA,24,28
1476968,"Jack's Wife Freda","Mediterranean",29.05,"Weekend",5,35,28
1477930,"Han Dynasty","Chinese",6.64,"Weekend",NA,25,29
1477352,"Sushi of Gari","Japanese",9.31,"Weekend",5,31,22
1478337,"Empanada Mama","Mexican",5.92,"Weekday",3,34,25
1477714,"Shake Shack","American",8.15,"Weekend",NA,26,17
1477832,"Spice Thai","Thai",15.86,"Weekend",NA,34,25
1477778,"RedFarm Broadway","Chinese",31.43,"Weekend",4,30,23
1478367,"Blue Ribbon Sushi Izakaya","Japanese",12.23,"Weekday",NA,26,26
1477522,"RedFarm Hudson","Chinese",12.13,"Weekend",NA,20,22
1478048,"Burger Joint","American",12.18,"Weekend",4,35,15
1477967,"Empanada Mama","Mexican",24.3,"Weekday",NA,25,24
1477688,"Blue Ribbon Sushi","Japanese",12.13,"Weekend",4,35,28
1476550,"The Loop","Japanese",16.98,"Weekend",5,26,27
1476973,"Cafeteria","American",11.59,"Weekend",NA,24,19
1477343,"Hiroko's Place","Japanese",13.05,"Weekend",NA,32,27
1478094,"TAO","Japanese",13.48,"Weekday",NA,27,32
1477678,"Otto Enoteca Pizzeria","Italian",9.61,"Weekend",5,26,30
1478286,"Blue Ribbon Sushi Izakaya","Japanese",29.05,"Weekday",4,28,25
1478234,"Balthazar Boulangerie","French",12.23,"Weekend",4,35,23
1477149,"Rye House","American",12.13,"Weekday",4,26,30
1477989,"Ilili Restaurant","Middle Eastern",13.73,"Weekday",5,22,33
1476789,"Yama Japanese Restaurant","Japanese",17.08,"Weekend",5,28,15
1478214,"TAO","Japanese",25.22,"Weekend",5,28,17
1477471,"Hot Kitchen","Chinese",29.54,"Weekend",5,34,28
1477498,"RedFarm Hudson","Chinese",14.02,"Weekend",NA,29,22
1476946,"Burger Joint","American",9.02,"Weekday",5,24,29
1477106,"J. G. Melon","American",8.83,"Weekend",5,31,19
1476566,"S'MAC","American",14.46,"Weekend",NA,34,17
1476795,"Shake Shack","American",16.2,"Weekend",NA,20,21
1477537,"Blue Ribbon Sushi","Japanese",15.76,"Weekend",NA,30,26
1477624,"Shake Shack","American",19.45,"Weekday",4,28,24
1478420,"Momoya","Japanese",15.81,"Weekend",5,25,15
1476819,"Tarallucci e Vino Restaurant","Italian",29.1,"Weekday",NA,28,33
1478247,"Sushi of Gari","Japanese",32.98,"Weekend",4,34,21
1477987,"Blue Ribbon Sushi","Japanese",24.25,"Weekend",4,24,23
1477609,"TAO","Japanese",16.01,"Weekend",NA,26,16
1477576,"Rubirosa","Italian",14.12,"Weekday",4,26,32
1478189,"Han Dynasty","Chinese",8.97,"Weekend",4,33,19
1477536,"Piccolo Angolo","Italian",15.91,"Weekend",4,26,26
1477748,"TAO","Japanese",9.12,"Weekend",NA,34,18
1476784,"Han Dynasty","Chinese",24.2,"Weekend",5,23,15
1476895,"Burger Joint","American",13.1,"Weekend",NA,22,18
1476944,"Terakawa Ramen","Japanese",8.54,"Weekday",3,27,25
1478415,"Blue Ribbon Sushi Bar & Grill","Japanese",12.56,"Weekday",NA,32,27
1477394,"Momoya","Japanese",14.02,"Weekday",4,24,30
1477686,"Nobu Next Door","Japanese",12.18,"Weekend",4,29,20
1477443,"Shake Shack","American",24.3,"Weekday",4,35,29
1477640,"RedFarm Broadway","Chinese",24.3,"Weekend",5,27,29
1478019,"Blue Ribbon Sushi Izakaya","Japanese",16.1,"Weekend",3,20,28
1477353,"The Meatball Shop","Italian",16.2,"Weekend",5,21,26
1477847,"Blue Ribbon Sushi","Japanese",24.25,"Weekday",4,22,29
1477625,"Sushi of Gari Tribeca","Japanese",17.03,"Weekday",NA,35,30
1478394,"Blue Ribbon Sushi","Japanese",14.5,"Weekday",3,34,24
1477334,"Blue Ribbon Fried Chicken","American",29.2,"Weekend",3,25,15
1477452,"Shake Shack","American",8.34,"Weekend",5,21,30
1478139,"Shake Shack","American",24.2,"Weekday",NA,22,31
1477068,"Rubirosa","Italian",12.18,"Weekend",NA,33,20
1477184,"Rubirosa","Italian",32.98,"Weekend",NA,33,30
1478062,"Burger Joint","American",15.72,"Weekend",4,31,30
1477468,"Tortaria","Mexican",13,"Weekday",5,21,24
1478330,"The Meatball Shop","Italian",11.69,"Weekend",NA,30,21
1476748,"The Meatball Shop","American",9.27,"Weekend",NA,24,23
1477286,"The Meatball Shop","Italian",12.18,"Weekend",NA,27,17
1477233,"Saravanaa Bhavan","Indian",9.12,"Weekday",5,28,28
1478084,"Blue Ribbon Sushi","Japanese",22.07,"Weekend",4,33,15
1477648,"Blue Ribbon Sushi","Japanese",16.06,"Weekend",NA,24,21
1476798,"Burger Joint","American",14.16,"Weekend",4,28,28
1477287,"Otto Enoteca Pizzeria","Italian",14.99,"Weekend",NA,29,21
1476972,"Bhatti Indian Grill","Indian",32.98,"Weekday",NA,32,30
1478187,"Blue Ribbon Sushi","Japanese",12.56,"Weekend",NA,32,20
1476939,"The Meatball Shop","Italian",25.27,"Weekend",NA,25,29
1478381,"Ravagh Persian Grill","Middle Eastern",16.06,"Weekend",NA,28,21
1477205,"TAO","Japanese",20.23,"Weekend",5,22,20
1478401,"The Kati Roll Company","Indian",29.25,"Weekend",NA,30,21
1478007,"Boqueria","Spanish",24.25,"Weekend",NA,28,18
1476804,"Schnipper's Quality Kitchen","American",12.18,"Weekend",NA,31,22
1477072,"Parm","Italian",29.39,"Weekday",NA,26,30
1478285,"Blue Ribbon Fried Chicken","American",12.18,"Weekend",4,32,22
1478248,"Han Dynasty","Chinese",33.03,"Weekday",5,35,32
1477544,"RedFarm Hudson","Chinese",19.35,"Weekend",4,31,15
1478142,"Hatsuhana","Japanese",29.15,"Weekend",3,33,28
1478235,"The Meatball Shop","Italian",19.4,"Weekend",NA,20,16
1477458,"Shake Shack","American",20.23,"Weekend",NA,32,18
1476774,"Shake Shack","American",29.39,"Weekday",NA,23,33
1477880,"The Meatball Shop","Italian",14.6,"Weekend",5,21,23
1476668,"Zero Otto Nove","Italian",5.87,"Weekend",NA,31,18
1477482,"Yama Japanese Restaurant","Japanese",25.27,"Weekend",NA,30,16
1477776,"Tamarind TriBeCa","Indian",29.39,"Weekend",5,30,25
1477078,"Izakaya Ten","Japanese",12.23,"Weekday",5,23,24
1477265,"The Smile","American",19.4,"Weekday",5,26,27
1477361,"Shake Shack","American",12.13,"Weekday",NA,34,26
1478195,"Blue Ribbon Fried Chicken","American",20.23,"Weekday",4,20,26
1476757,"12 Chairs","Middle Eastern",14.12,"Weekend",NA,31,27
1477235,"Rubirosa","Italian",15.38,"Weekday",NA,30,31
1478329,"Tres Carnes","Mexican",33.32,"Weekday",4,21,33
1477849,"P.J. Clarke's","American",29.2,"Weekend",NA,30,22
1478295,"Momoya","Japanese",19.35,"Weekday",NA,29,24
1476871,"The Meatball Shop","Italian",24.3,"Weekday",4,31,29
1478419,"Blue Ribbon Sushi Bar & Grill","Japanese",15.96,"Weekend",5,31,20
1478316,"Shake Shack","American",12.23,"Weekend",NA,20,27
1477006,"Cafe Mogador","Middle Eastern",25.27,"Weekday",5,30,25
1477153,"Parm","Italian",25.27,"Weekday",NA,27,27
1476627,"Westville Hudson","American",16.98,"Weekend",5,34,20
1477136,"Parm","Italian",21.88,"Weekend",4,23,30
1476758,"Schnipper's Quality Kitchen","American",14.02,"Weekend",5,20,16
1477003,"Bareburger","American",32.93,"Weekend",NA,29,24
1477571,"Blue Ribbon Fried Chicken","American",16.2,"Weekend",NA,32,23
1477703,"Momoya","Japanese",11.59,"Weekend",5,20,21
1478073,"TAO","Japanese",24.25,"Weekend",4,22,21
1478397,"Blue Ribbon Fried Chicken","American",24.3,"Weekend",5,22,15
1478236,"Chipotle Mexican Grill","Mexican",22.26,"Weekend",4,21,21
1478213,"Han Dynasty","Chinese",22.31,"Weekend",3,23,29
1477731,"Blue Ribbon Sushi Izakaya","Japanese",24.25,"Weekend",5,33,21
1477626,"Parm","Italian",9.17,"Weekend",NA,25,17
1477661,"Blue Ribbon Fried Chicken","American",24.2,"Weekend",NA,28,29
1477621,"Sarabeth's East","American",13.78,"Weekend",4,34,24
1477407,"RedFarm Hudson","Chinese",12.61,"Weekend",5,31,22
1477337,"Five Guys Burgers and Fries","American",33.03,"Weekend",NA,29,25
1477761,"Blue Ribbon Sushi","Japanese",24.35,"Weekend",5,33,22
1477456,"Blue Ribbon Sushi Bar & Grill","Japanese",15.91,"Weekend",NA,31,16
1477635,"Amma","Indian",31.43,"Weekday",5,20,27
1476656,"RedFarm Hudson","Chinese",29.1,"Weekday",NA,27,26
1476931,"Hill Country Fried Chicken","Southern",29.15,"Weekend",5,33,25
1476690,"Vanessa's Dumplings","Chinese",24.2,"Weekend",4,20,18
1476776,"Le Grainne Cafe","French",29.25,"Weekend",5,27,24
1477451,"Rubirosa","Italian",8.54,"Weekend",NA,34,28
1477861,"Shake Shack","American",20.57,"Weekend",5,24,19
1477221,"Blue Ribbon Sushi Izakaya","Japanese",33.03,"Weekend",3,34,23
1477408,"Hampton Chutney Co.","Thai",12.37,"Weekend",4,21,20
1478178,"The Meatball Shop","Italian",12.23,"Weekend",5,25,19
1477869,"Shake Shack","American",15.76,"Weekend",4,34,27
1476708,"Nobu Next Door","Japanese",9.51,"Weekend",NA,25,29
1476934,"Jack's Wife Freda","Mediterranean",32.93,"Weekend",3,21,16
1477116,"The Kati Roll Company","Indian",24.2,"Weekend",5,26,16
1476604,"Cafe Mogador","Middle Eastern",19.45,"Weekday",4,23,29
1476700,"Shake Shack","American",12.23,"Weekend",NA,27,18
1477845,"Blue Ribbon Sushi","Japanese",24.3,"Weekday",5,21,33
1477341,"RedFarm Broadway","Chinese",22.36,"Weekend",NA,24,27
1478309,"Momoya","Japanese",16.05,"Weekday",4,34,33
1476658,"P.J. Clarke's","American",31.43,"Weekend",4,31,23
1477384,"Shake Shack","American",6.79,"Weekend",4,35,30
1477183,"Blue Ribbon Fried Chicken","American",33.03,"Weekend",5,35,25
1478317,"Shake Shack","American",19.74,"Weekday",4,35,32
1477641,"Blue Ribbon Sushi","Japanese",24.2,"Weekend",4,29,18
1477405,"The Meatball Shop","Italian",6.74,"Weekend",5,26,30
1478020,"The Meatball Shop","Italian",14.94,"Weekend",5,32,25
1477702,"Blue Ribbon Fried Chicken","American",31.29,"Weekday",NA,22,33
1477604,"RedFarm Hudson","Chinese",12.56,"Weekend",3,20,22
1477528,"Han Dynasty","Chinese",5.67,"Weekday",4,21,31
1478406,"Sarabeth's East","American",12.13,"Weekend",NA,34,30
1478106,"Shake Shack","American",29.15,"Weekday",NA,34,28
1476562,"Mamoun's Falafel","Mediterranean",14.12,"Weekend",3,31,15
1477835,"Blue Ribbon Fried Chicken","American",15.33,"Weekday",4,24,29
1478003,"Otto Enoteca Pizzeria","Italian",12.13,"Weekend",5,33,21
1476967,"TAO","Japanese",29.49,"Weekday",NA,22,32
1477876,"Rubirosa","Italian",12.23,"Weekend",NA,21,18
1476966,"Blue Ribbon Fried Chicken","American",24.3,"Weekend",5,23,17
1477954,"Tamarind TriBeCa","Indian",16.98,"Weekend",5,22,17
1477760,"Jack's Wife Freda","Mediterranean",22.75,"Weekend",3,35,29
1478069,"Lucky's Famous Burgers","American",12.13,"Weekday",5,21,30
1477125,"Nobu Next Door","Japanese",15.86,"Weekend",5,29,23
1476724,"Blue Ribbon Sushi","Japanese",21.83,"Weekday",3,21,26
1478030,"Bareburger","American",13.77,"Weekend",3,33,29
1477764,"Yama 49","Japanese",13,"Weekday",5,24,32
1477368,"Parm","Italian",24.25,"Weekend",4,34,21
1478350,"Vanessa's Dumplings","Chinese",15.57,"Weekend",5,33,28
1477673,"Sushi of Gari 46","Japanese",22.46,"Weekday",NA,21,29
1477002,"Ilili Restaurant","Middle Eastern",29.25,"Weekend",3,27,21
1477754,"P.J. Clarke's","American",21.34,"Weekday",5,25,28
1477707,"Blue Ribbon Fried Chicken","American",25.27,"Weekend",5,29,28
1476885,"Vanessa's Dumplings","Chinese",20.23,"Weekend",5,33,17
1477790,"Shake Shack","American",4.75,"Weekday",4,35,28
1477267,"RedFarm Broadway","Chinese",24.25,"Weekend",5,22,15
1478430,"The Loop","Japanese",24.3,"Weekend",5,21,29
1477064,"The Meatball Shop","Italian",16.98,"Weekend",NA,32,30
1478362,"The Meatball Shop","Italian",29.1,"Weekday",5,22,33
1478089,"Shake Shack","American",15.28,"Weekday",4,30,29
1477844,"Mira Sushi","Japanese",13.05,"Weekend",4,33,29
1477426,"Blue Ribbon Sushi","Japanese",19.35,"Weekend",5,26,23
1478182,"Momoya","Japanese",25.27,"Weekday",5,31,30
1476723,"RedFarm Hudson","Chinese",19.35,"Weekday",5,35,28
1477615,"Rubirosa","Italian",14.07,"Weekend",5,35,16
1477552,"Shake Shack","American",31.29,"Weekday",NA,26,32
1478398,"Blue Ribbon Fried Chicken","American",24.3,"Weekend",5,34,21
1478363,"Cho Dang Gol","Korean",29.25,"Weekend",4,23,21
1477867,"Tony's Di Napoli","Italian",15.81,"Weekend",5,35,30
1476614,"Chipotle Mexican Grill","Mexican",29.1,"Weekday",5,21,29
1476981,"Shake Shack","American",5.82,"Weekend",NA,22,28
1477369,"Shake Shack","American",24.25,"Weekday",NA,32,24
1476853,"L'Express","French",16.98,"Weekday",NA,35,29
1477217,"Sushi of Gari 46","Japanese",29.15,"Weekday",NA,32,32
1477139,"Tortaria","Mexican",13.05,"Weekend",5,23,19
1477643,"RedFarm Hudson","Chinese",5.77,"Weekend",4,33,28
1477373,"Blue Ribbon Sushi Izakaya","Japanese",33.03,"Weekend",NA,21,22
1476998,"Blue Ribbon Sushi Bar & Grill","Japanese",12.95,"Weekday",NA,28,28
1477519,"Momoya","Japanese",31.43,"Weekend",NA,24,17
1477557,"The Meatball Shop","Italian",22.36,"Weekend",5,32,21
1477225,"Sushi of Gari 46","Japanese",25.22,"Weekend",NA,32,28
1477478,"Parm","Italian",12.47,"Weekend",NA,22,24
1477396,"Boqueria","Spanish",13,"Weekend",5,26,24
1476914,"Parm","Italian",16.3,"Weekend",3,26,23
1477035,"Dickson's Farmstand Meats","American",33.03,"Weekend",5,35,20
1477948,"Serafina Fabulous Pizza","Italian",22.8,"Weekday",4,28,31
1476994,"Blue Ribbon Sushi Bar & Grill","Japanese",19.35,"Weekday",5,23,28
1476790,"Cho Dang Gol","Korean",12.18,"Weekday",5,20,26
1477708,"Bareburger","American",6.07,"Weekend",4,23,15
1476575,"P.J. Clarke's","American",31.38,"Weekend",NA,31,23
1476585,"S'MAC","American",12.37,"Weekend",4,30,28
1476937,"Shake Shack","American",22.36,"Weekday",NA,33,25
1476763,"RedFarm Broadway","Chinese",13.1,"Weekend",4,26,22
1478352,"Otto Enoteca Pizzeria","Italian",12.18,"Weekend",5,21,20
1476915,"Pepe Rosso to Go","Italian",15.57,"Weekend",5,29,27
1478357,"Blue Ribbon Sushi","Japanese",14.07,"Weekday",NA,35,29
1477775,"Shake Shack","American",29.25,"Weekend",4,25,19
1477448,"Sushi of Gari","Japanese",22.75,"Weekend",5,30,22
1477653,"Shake Shack","American",12.13,"Weekend",5,26,26
1476669,"Chola Eclectic Indian Cuisine","Indian",8.73,"Weekend",5,30,28
1478342,"Osteria Morini","Italian",8.3,"Weekend",NA,27,19
1478379,"Shake Shack","American",8.63,"Weekday",NA,31,32
1476640,"Hibino","Japanese",14.02,"Weekend",4,28,15
1477045,"Chipotle Mexican Grill","Mexican",16.44,"Weekday",NA,33,30
1478105,"Hummus Place","Middle Eastern",29.05,"Weekend",5,26,17
1477154,"S'MAC","American",5.92,"Weekday",4,34,30
1476825,"Otto Enoteca Pizzeria","Italian",24.2,"Weekend",NA,34,15
1477895,"Big Wong Restaurant","Chinese",5.92,"Weekday",NA,34,28
1477856,"The Smile","American",25.17,"Weekend",3,31,15
1476707,"Shake Shack","American",22.75,"Weekday",4,21,27
1477818,"Shake Shack","American",22.36,"Weekend",4,27,27
1477092,"Benihana","Japanese",16.11,"Weekend",NA,25,29
1477815,"RedFarm Hudson","Chinese",32.93,"Weekend",NA,33,30
1476913,"Grand Sichuan International","Chinese",7.66,"Weekday",5,33,31
1477319,"Westville Hudson","American",20.23,"Weekday",NA,31,29
1477590,"Blue Ribbon Sushi","Japanese",29.15,"Weekday",NA,26,24
1477379,"Joe's Shanghai","Chinese",22.31,"Weekday",3,27,31
1478096,"Yama Japanese Restaurant","Japanese",12.08,"Weekday",NA,25,33
1478332,"Five Guys Burgers and Fries","American",12.18,"Weekend",NA,22,26
1477412,"Paul & Jimmy's","Italian",16.05,"Weekend",NA,33,15
1477784,"Momoya","Japanese",24.3,"Weekend",5,28,20
1478032,"Dirty Bird to Go","American",19.4,"Weekend",4,25,19
1477507,"Shake Shack","American",19.4,"Weekend",5,33,27
1477224,"Tamarind TriBeCa","Indian",25.22,"Weekday",3,20,24
1476765,"Sushi of Gari Tribeca","Japanese",19.45,"Weekend",4,25,15
1477620,"Tamarind TriBeCa","Indian",16.49,"Weekday",NA,31,28
1476734,"Shake Shack","American",33.03,"Weekday",NA,31,28
1476570,"The Kati Roll Company","Indian",5.87,"Weekday",NA,26,30
1477809,"Posto","Italian",24.25,"Weekend",NA,23,25
1478017,"Blue Ribbon Sushi","Japanese",16.01,"Weekday",4,23,31
1478123,"Han Dynasty","Chinese",16.2,"Weekend",NA,29,18
1476912,"Yama Japanese Restaurant","Japanese",8.78,"Weekend",4,22,28
1476560,"Shake Shack","American",22.26,"Weekend",4,32,17
1476996,"Sushi of Gari 46","Japanese",16.44,"Weekend",4,24,27
1477938,"The Kati Roll Company","Indian",16.15,"Weekend",5,20,29
1477351,"Sushi of Gari Tribeca","Japanese",8.63,"Weekend",5,33,17
1478287,"Shake Shack","American",29.1,"Weekday",5,21,30
1478141,"Vanessa's Dumpling House","Chinese",29.1,"Weekday",NA,22,25
1476717,"Pongsri Thai","Thai",20.18,"Weekday",NA,23,25
1478409,"Melt Shop","American",25.27,"Weekend",5,27,30
1477539,"Tres Carnes","Mexican",20.13,"Weekend",NA,35,18
1476820,"Cafe Habana","Mexican",31.38,"Weekend",4,23,27
1476924,"Shake Shack","American",21.83,"Weekend",NA,28,23
1477406,"Blue Ribbon Sushi Bar & Grill","Japanese",16.74,"Weekend",4,22,20
1478211,"RedFarm Hudson","Chinese",33.03,"Weekend",4,26,22
1477180,"Chipotle Mexican Grill","Mexican",29.15,"Weekday",NA,21,24
1477981,"Westville Hudson","American",11.16,"Weekend",4,24,20
1478016,"Yama Japanese Restaurant","Japanese",9.65,"Weekend",5,24,16
1478144,"The Meatball Shop","Italian",33.03,"Weekend",5,30,16
1477717,"Sushi of Gari 46","Japanese",16.06,"Weekend",NA,31,24
1478066,"RedFarm Hudson","Chinese",15.23,"Weekend",5,31,16
1477137,"P.J. Clarke's","American",14.07,"Weekday",5,33,26
1477894,"The Meatball Shop","Italian",6.07,"Weekend",NA,28,21
1477096,"Xi'an Famous Foods","Chinese",14.12,"Weekday",3,24,31
1478243,"Blue Ribbon Sushi","Japanese",29.1,"Weekend",4,21,15
1477668,"Han Dynasty","Chinese",22.31,"Weekend",5,29,15
1477036,"Shake Shack","American",11.64,"Weekend",NA,23,29
1477100,"Sushi of Gari","Japanese",15.52,"Weekend",NA,20,16
1476664,"Blue Ribbon Fried Chicken","American",24.3,"Weekday",5,20,27
1477297,"Tony's Di Napoli","Italian",29.1,"Weekend",NA,26,19
1477086,"Blue Ribbon Sushi","Japanese",17.08,"Weekday",5,35,29
1477905,"The Meatball Shop","Italian",15.57,"Weekend",4,20,24
1476938,"TAO","Japanese",25.27,"Weekday",NA,33,30
1476902,"Room Service","Thai",22.31,"Weekend",NA,22,15
1477964,"The Meatball Shop","Italian",12.13,"Weekday",4,22,32
1477899,"Parm","Italian",8.68,"Weekend",NA,20,19
1477143,"The Smile","American",29.1,"Weekend",NA,22,16
1478000,"Ilili Restaurant","Middle Eastern",29.05,"Weekend",NA,24,29
1477961,"Jack's Wife Freda","Mediterranean",31.43,"Weekend",5,34,20
1476884,"Shake Shack","American",15.57,"Weekend",NA,35,18
1478283,"J. G. Melon","American",8.25,"Weekday",3,34,33
1477556,"Blue Ribbon Brooklyn","American",13.1,"Weekend",NA,32,19
1476648,"RedFarm Broadway","Chinese",19.35,"Weekend",NA,24,28
1477932,"Shake Shack","American",16.98,"Weekend",NA,22,21
1477362,"Shake Shack","American",12.23,"Weekday",4,31,24
1476586,"Osteria Morini","Italian",8.88,"Weekend",NA,34,26
1476898,"Han Dynasty","Chinese",29.2,"Weekend",NA,26,30
1477383,"Xi'an Famous Foods","Chinese",6.64,"Weekend",NA,35,19
1477017,"TAO","Japanese",15.76,"Weekend",NA,26,19
1477959,"Otto Enoteca Pizzeria","Italian",29.05,"Weekend",5,24,18
1476692,"Nobu Next Door","Japanese",29.1,"Weekday",3,35,27
1476593,"The Meatball Shop","Italian",20.61,"Weekend",NA,34,30
1477243,"Prosperity Dumpling","Chinese",14.02,"Weekend",5,20,30
1477315,"Cafe Mogador","Middle Eastern",15.91,"Weekend",5,32,15
1477374,"Lantern Thai Kitchen","Thai",32.93,"Weekend",NA,34,27
1476978,"RedFarm Hudson","Chinese",25.27,"Weekend",NA,34,28
1477520,"Chipotle Mexican Grill","Mexican",31.33,"Weekend",4,35,21
1477514,"The Meatball Shop","American",12.18,"Weekend",4,23,22
1478035,"Blue Ribbon Fried Chicken","American",10.14,"Weekend",4,21,17
1478297,"Bareburger","American",24.2,"Weekend",5,27,24
1476760,"Empanada Mama","Mexican",22.75,"Weekend",NA,29,18
1478244,"Parm","Italian",29.1,"Weekend",5,30,26
1477210,"Shake Shack","American",14.65,"Weekday",NA,26,33
1476630,"Five Leaves","American",9.17,"Weekend",4,34,23
1477781,"Tamarind TriBeCa","Indian",12.47,"Weekend",5,32,26
1477561,"The Meatball Shop","Italian",6.74,"Weekend",NA,30,25
1477538,"Hill Country Fried Chicken","Southern",14.84,"Weekend",4,21,21
1477618,"Asuka Sushi","Japanese",22.8,"Weekend",NA,30,28
1477789,"Sushi Samba","Japanese",22.85,"Weekday",5,21,32
1477419,"Shake Shack","American",14.07,"Weekend",5,34,17
1477766,"Blue Ribbon Sushi","Japanese",19.45,"Weekday",NA,22,27
1478036,"Burger Joint","American",8.35,"Weekend",4,28,17
1477816,"Momoya","Japanese",11.59,"Weekend",3,24,29
1477694,"Shake Shack","American",24.3,"Weekend",4,25,15
1477797,"Shake Shack","American",16.06,"Weekend",5,30,17
1476753,"Cafe Habana","Mexican",13.97,"Weekday",3,34,28
1476818,"Boqueria","Spanish",29.1,"Weekend",NA,28,19
1477892,"Parm","Italian",25.17,"Weekday",4,33,32
1477095,"Shake Shack","American",13.1,"Weekday",NA,20,28
1477541,"Han Dynasty","Chinese",12.13,"Weekend",NA,20,25
1476897,"Hill Country Fried Chicken","Southern",29.15,"Weekend",NA,20,17
1476607,"Sushi of Gari 46","Japanese",7.38,"Weekend",NA,29,28
1478422,"The Meatball Shop","Italian",14.84,"Weekend",NA,20,28
1477291,"The Kati Roll Company","Indian",19.4,"Weekday",5,24,30
1476969,"Blue Ribbon Sushi","Japanese",29.2,"Weekend",NA,22,25
1476930,"DuMont Burger","American",29.05,"Weekend",5,22,30
1477629,"Five Leaves","American",12.13,"Weekend",NA,23,15
1477390,"Five Guys Burgers and Fries","American",16.05,"Weekend",4,29,18
1476596,"The Meatball Shop","Italian",14.12,"Weekend",NA,32,18
1477915,"Osteria Morini","Italian",14.55,"Weekend",NA,34,22
1478058,"Amy Ruth's","Southern",7.38,"Weekday",4,24,29
1476688,"Cafe Mogador","Middle Eastern",13,"Weekend",NA,21,15
1477979,"S'MAC","American",14.55,"Weekend",NA,29,29
1477031,"Friend of a Farmer","American",24.2,"Weekend",NA,33,27
1478263,"Blue Ribbon Fried Chicken","American",9.51,"Weekday",NA,30,29
1478042,"TAO","Japanese",29.05,"Weekend",4,35,24
1476806,"Chipotle Mexican Grill","Mexican",24.3,"Weekday",NA,21,33
1477689,"Terakawa Ramen","Japanese",19.6,"Weekday",NA,23,26
1476666,"Shake Shack","American",6.07,"Weekday",4,23,27
1477087,"Shake Shack","American",12.66,"Weekend",5,25,15
1477145,"Shake Shack","American",29.3,"Weekday",5,33,32
1477999,"Haru Gramercy Park","Japanese",29.83,"Weekday",5,20,32
1478170,"Blue Ribbon Sushi Izakaya","Japanese",16.44,"Weekend",NA,32,23
1477042,"RedFarm Broadway","Chinese",6.74,"Weekend",NA,31,27
1478137,"Izakaya Ten","Japanese",13.05,"Weekend",3,34,23
1477487,"TAO","Japanese",12.61,"Weekend",5,32,24
1477971,"DespaÌ±a","Spanish",16.98,"Weekend",NA,20,22
1477639,"Blue Ribbon Sushi","Japanese",19.45,"Weekday",NA,28,28
1477566,"Shake Shack","American",9.07,"Weekday",4,21,32
1478065,"RedFarm Broadway","Chinese",20.18,"Weekday",NA,30,26
1476732,"Blue Ribbon Fried Chicken","American",33.03,"Weekend",5,34,24
1477907,"Blue Ribbon Fried Chicken","American",14.65,"Weekend",NA,34,23
1477589,"Boqueria","Spanish",29.05,"Weekend",4,24,24
1476558,"Yama Japanese Restaurant","Japanese",16.1,"Weekend",NA,33,27
1477720,"Empanada Mama","Mexican",19.98,"Weekday",4,23,32
1476880,"Momoya","Japanese",9.41,"Weekend",5,26,20
1477850,"Blue Ribbon Sushi","Japanese",29.25,"Weekend",NA,33,17
