"order_id","restaurant_name","cuisine_type","cost_of_the_order","day_of_the_week","rating","food_preparation_time","delivery_time"
1477196,"Cafe Habana","Mexican",4.85,"Weekend","5",28,22
1477531,"RedFarm Broadway","Chinese",6.06,"Weekend","3",32,18
1476580,"Waverly Diner","American",6.84,"Weekend","Not given",24,18
1477844,"Mira Sushi","Japanese",13.05,"Weekend","4",33,29
1477192,"Vanessa's Dumpling House","Chinese",5.92,"Weekday","Not given",30,32
1476618,"Shake Shack","American",12.13,"Weekday","5",30,26
1477256,"Shake Shack","American",12.18,"Weekday","5",23,31
1477919,"Five Guys Burgers and Fries","American",29.15,"Weekend","Not given",20,16
1478120,"Blue Ribbon Fried Chicken","American",8.1,"Weekend","Not given",33,22
1477791,"Shake Shack","American",7.23,"Weekend","3",29,18
1477806,"Boqueria","Spanish",12.66,"Weekend","Not given",27,30
1477631,"The Meatball Shop","Italian",12.23,"Weekend","4",31,28
1477566,"Shake Shack","American",9.07,"Weekday","4",21,32
1477156,"ilili Restaurant","Middle Eastern",6.02,"Weekday","Not given",27,29
1478136,"Five Guys Burgers and Fries","American",14.12,"Weekend","4",27,27
1477690,"Melt Shop","American",21.93,"Weekend","5",30,18
1477237,"Jack's Wife Freda","Mediterranean",16.15,"Weekend","4",26,22
1477107,"Shake Shack","American",7.08,"Weekend","4",25,23
1478108,"Momoya","Japanese",32.93,"Weekday","3",28,27
1478047,"Blue Ribbon Fried Chicken","American",12.13,"Weekend","Not given",20,26
1477535,"S'MAC","American",15.57,"Weekend","5",34,28
1477517,"The Meatball Shop","Italian",29.15,"Weekend","5",23,30
1478029,"S'MAC","American",15.47,"Weekday","5",31,32
1476585,"S'MAC","American",12.37,"Weekend","4",30,28
1477620,"Tamarind TriBeCa","Indian",16.49,"Weekday","Not given",31,28
1476664,"Blue Ribbon Fried Chicken","American",24.3,"Weekday","5",20,27
1478422,"The Meatball Shop","Italian",14.84,"Weekend","Not given",20,28
1477482,"Yama Japanese Restaurant","Japanese",25.27,"Weekend","Not given",30,16
1477271,"The Meatball Shop","Italian",17.08,"Weekday","5",22,26
1477094,"Blue Ribbon Fried Chicken","American",22.31,"Weekday","5",28,27
1477722,"Dos Caminos","Mexican",12.08,"Weekday","5",26,26
1476831,"RedFarm Broadway","Chinese",12.61,"Weekend","4",32,17
1477843,"Blue Ribbon Sushi Izakaya","Japanese",13.1,"Weekday","5",24,28
1477323,"RedFarm Hudson","Chinese",12.13,"Weekend","5",28,29
1477066,"Shake Shack","American",8.25,"Weekend","Not given",30,15
1477914,"Blue Ribbon Sushi Bar & Grill","Japanese",16.39,"Weekend","Not given",31,18
1478064,"Han Dynasty","Chinese",14.75,"Weekend","Not given",30,16
1477711,"J. G. Melon","American",12.66,"Weekend","4",23,20
1477410,"Mamoun's Falafel","Mediterranean",9.07,"Weekend","Not given",20,24
1477278,"Hummus Place","Middle Eastern",16.15,"Weekend","4",30,28
1477663,"Nobu Next Door","Japanese",29.29,"Weekday","4",30,24
1477195,"Cafeteria","American",20.47,"Weekday","3",32,24
1477737,"Tarallucci e Vino Restaurant","Italian",11.59,"Weekend","Not given",21,15
1477058,"The Kati Roll Company","Indian",24.35,"Weekday","Not given",33,29
1476996,"Sushi of Gari 46","Japanese",16.44,"Weekend","4",24,27
1477193,"P.J. Clarke's","American",5.92,"Weekday","3",33,30
1476596,"The Meatball Shop","Italian",14.12,"Weekend","Not given",32,18
1477154,"S'MAC","American",5.92,"Weekday","4",34,30
1478278,"Blue Ribbon Fried Chicken","American",13,"Weekend","Not given",29,30
1478355,"The Meatball Shop","Italian",21.83,"Weekend","4",30,20
1476557,"Otto Enoteca Pizzeria","Italian",16.15,"Weekend","Not given",35,22
1477264,"The Meatball Shop","Italian",12.23,"Weekday","Not given",28,33
1476806,"Chipotle Mexican Grill $1.99 Delivery","Mexican",24.3,"Weekday","Not given",21,33
1478000,"ilili Restaurant","Middle Eastern",29.05,"Weekend","Not given",24,29
1478159,"Shake Shack","American",15.76,"Weekend","3",35,29
1476910,"TAO","Japanese",8.1,"Weekend","5",32,16
1476660,"Blue Ribbon Sushi","Japanese",12.18,"Weekend","5",34,29
1477558,"Cafe Mogador","Middle Eastern",25.17,"Weekend","4",23,30
1477458,"Shake Shack","American",20.23,"Weekend","Not given",32,18
1477233,"Saravanaa Bhavan","Indian",9.12,"Weekday","5",28,28
1477772,"TAO","Japanese",12.18,"Weekday","Not given",26,33
1477319,"Westville Hudson","American",20.23,"Weekday","Not given",31,29
1477731,"Blue Ribbon Sushi Izakaya","Japanese",24.25,"Weekend","5",33,21
1477571,"Blue Ribbon Fried Chicken","American",16.2,"Weekend","Not given",32,23
1477274,"Melt Shop","American",9.12,"Weekday","Not given",29,33
1477276,"Friend of a Farmer","American",9.75,"Weekend","Not given",26,30
1478046,"The Loop","Japanese",31.38,"Weekend","4",26,24
1478398,"Blue Ribbon Fried Chicken","American",24.3,"Weekend","5",34,21
1477991,"The Meatball Shop","Italian",19.35,"Weekend","5",21,23
1478267,"Han Dynasty","Chinese",14.16,"Weekend","Not given",30,23
1477901,"indikitch","Indian",9.26,"Weekend","5",33,26
1478247,"Sushi of Gari","Japanese",32.98,"Weekend","4",34,21
1477875,"Blue Ribbon Sushi Bar & Grill","Japanese",12.18,"Weekend","5",22,18
1476749,"Sushi of Gari Tribeca","Japanese",9.55,"Weekend","4",35,25
1477600,"Hangawi","Korean",6.74,"Weekend","Not given",21,22
1477500,"Cafe Habana","Mexican",14.07,"Weekend","4",26,21
1477498,"RedFarm Hudson","Chinese",14.02,"Weekend","Not given",29,22
1478337,"Empanada Mama (closed)","Mexican",5.92,"Weekday","3",34,25
1476736,"Nobu Next Door","Japanese",12.46,"Weekend","4",35,28
1477372,"Sushi of Gari Tribeca","Japanese",29.2,"Weekend","5",32,22
1477126,"Nobu Next Door","Japanese",15.76,"Weekday","Not given",33,31
1478158,"Balade","Middle Eastern",9.22,"Weekday","5",25,24
1476586,"Osteria Morini","Italian",8.88,"Weekend","Not given",34,26
1477951,"The Odeon","American",13.92,"Weekend","Not given",34,23
1477472,"RedFarm Hudson","Chinese",29.34,"Weekend","5",27,29
1476738,"Yama 49","Japanese",22.36,"Weekend","Not given",33,25
1477445,"Donburi-ya","Japanese",5.77,"Weekend","Not given",27,29
1477738,"Osteria Morini","Italian",12.13,"Weekend","5",22,26
1477403,"The Meatball Shop","American",6.69,"Weekend","4",27,27
1477392,"Chipotle Mexican Grill $1.99 Delivery","Mexican",15.57,"Weekend","4",31,20
1476877,"The Loop","Japanese",4.66,"Weekend","Not given",34,25
1477877,"RedFarm Broadway","Chinese",19.35,"Weekend","5",33,18
1477586,"The Meatball Shop","Italian",8.78,"Weekday","5",34,33
1477936,"Blue Ribbon Sushi","Japanese",9.17,"Weekend","Not given",27,29
1478209,"Shake Shack","American",29.1,"Weekend","Not given",23,28
1477643,"RedFarm Hudson","Chinese",5.77,"Weekend","4",33,28
1477809,"Posto","Italian",24.25,"Weekend","Not given",23,25
1478380,"The Meatball Shop","Italian",9.41,"Weekday","5",30,32
1477516,"Han Dynasty","Chinese",29.15,"Weekend","Not given",31,19
1476915,"Pepe Rosso To Go","Italian",15.57,"Weekend","5",29,27
1478109,"Nobu Next Door","Japanese",11.59,"Weekend","5",26,24
1476914,"Parm","Italian",16.3,"Weekend","3",26,23
1477463,"Mamoun's Falafel","Mediterranean",12.18,"Weekday","5",25,30
1477521,"RedFarm Hudson","Chinese",12.08,"Weekday","Not given",21,26
1477427,"The Kati Roll Company","Indian",17.03,"Weekend","5",24,22
1476944,"Terakawa Ramen","Japanese",8.54,"Weekday","3",27,25
1477929,"Nobu Next Door","Japanese",6.74,"Weekend","Not given",31,29
1477220,"Kambi Ramen House","Japanese",32.93,"Weekend","5",35,19
1476866,"Blue Ribbon Sushi","Japanese",12.18,"Weekday","Not given",34,32
1477037,"Blue Ribbon Sushi","Japanese",12.23,"Weekend","3",33,21
1477495,"Shake Shack","American",14.94,"Weekday","Not given",33,31
1477248,"Shake Shack","American",12.95,"Weekday","5",20,30
1476740,"Jack's Wife Freda","Mediterranean",25.17,"Weekday","4",31,25
1477238,"Blue Ribbon Sushi","Japanese",13.87,"Weekend","Not given",28,28
1478052,"Shake Shack","American",24.3,"Weekend","4",35,16
1477130,"Wo Hop Restaurant","Chinese",14.16,"Weekend","4",22,16
1477856,"The Smile","American",25.17,"Weekend","3",31,15
1477592,"Shake Shack","American",31.43,"Weekend","5",30,19
1477659,"Shake Shack","American",13,"Weekend","Not given",20,18
1477661,"Blue Ribbon Fried Chicken","American",24.2,"Weekend","Not given",28,29
1477230,"Shake Shack","American",12.66,"Weekend","5",35,24
1476624,"Momoya","Japanese",6.84,"Weekday","Not given",21,24
1477832,"Spice Thai","Thai",15.86,"Weekend","Not given",34,25
1477749,"Cafe Habana","Mexican",9.75,"Weekday","5",34,30
1478037,"da Umberto","Italian",7.61,"Weekend","Not given",23,26
1477109,"Sushi of Gari 46","Japanese",29.05,"Weekend","Not given",21,23
1476902,"Room Service","Thai",22.31,"Weekend","Not given",22,15
1476916,"Dickson's Farmstand Meats","American",15.72,"Weekend","4",23,28
1476703,"TAO","Japanese",25.22,"Weekend","Not given",26,16
1477785,"Xi'an Famous Foods","Chinese",24.3,"Weekend","4",32,29
1476650,"J. G. Melon","American",8.35,"Weekend","5",29,23
1476643,"Momoya","Japanese",22.85,"Weekend","4",32,17
1477371,"UVA Wine Bar & Restaurant","Italian",29.15,"Weekend","Not given",29,30
1476994,"Blue Ribbon Sushi Bar & Grill","Japanese",19.35,"Weekday","5",23,28
1476934,"Jack's Wife Freda","Mediterranean",32.93,"Weekend","3",21,16
1476954,"Momoya","Japanese",14.21,"Weekend","Not given",24,30
1478160,"Donburi-ya","Japanese",15.86,"Weekday","5",28,28
1478228,"TAO","Japanese",15.28,"Weekend","4",33,22
1478002,"The Meatball Shop","Italian",12.13,"Weekend","5",34,16
1478112,"The Meatball Shop","Italian",22.36,"Weekend","4",35,21
1478114,"Shake Shack","American",5.68,"Weekend","Not given",26,18
1477400,"Sushi of Gari Tribeca","Japanese",29.15,"Weekend","4",22,17
1478274,"Waverly Diner","American",22.8,"Weekend","4",25,21
1477804,"The Meatball Shop","Italian",19.45,"Weekend","5",21,19
1477572,"Vanessa's Dumpling House","Chinese",15.52,"Weekend","5",20,23
1476904,"Blue Ribbon Sushi","Japanese",25.27,"Weekend","3",20,20
1477336,"The Meatball Shop","Italian",32.93,"Weekend","5",34,29
1476929,"S'MAC","American",24.2,"Weekend","Not given",28,17
1477812,"Rubirosa","Italian",24.2,"Weekend","5",31,15
1477210,"Shake Shack","American",14.65,"Weekday","Not given",26,33
1477873,"Shake Shack","American",12.08,"Weekend","3",29,24
1477858,"Rubirosa","Italian",5.77,"Weekend","Not given",27,21
1477788,"P.J. Clarke's","American",4.71,"Weekend","Not given",23,15
1476711,"Blue Ribbon Fried Chicken","American",8.78,"Weekend","Not given",22,26
1477997,"Blue Ribbon Sushi Izakaya","Japanese",12.23,"Weekend","3",34,25
1477523,"RedFarm Broadway","Chinese",12.23,"Weekend","4",21,21
1476572,"Blue Ribbon Fried Chicken","American",29.15,"Weekday","5",20,29
1476895,"Burger Joint","American",13.1,"Weekend","Not given",22,18
1478236,"Chipotle Mexican Grill $1.99 Delivery","Mexican",22.26,"Weekend","4",21,21
1476628,"Parm","Italian",12.56,"Weekday","Not given",32,28
1476927,"Sushi of Gari 46","Japanese",13.05,"Weekend","Not given",24,22
1477547,"Rubirosa","Italian",13.92,"Weekend","Not given",29,27
1478349,"Balthazar Boulangerie","French",21.39,"Weekend","Not given",35,29
1477850,"Blue Ribbon Sushi","Japanese",29.25,"Weekend","Not given",33,17
1478048,"Burger Joint","American",12.18,"Weekend","4",35,15
1477133,"Shake Shack","American",12.18,"Weekend","Not given",26,25
1476746,"ilili Restaurant","Middle Eastern",12.66,"Weekend","5",21,15
1477724,"RedFarm Hudson","Chinese",12.18,"Weekend","Not given",24,27
1476911,"Bareburger","American",8.63,"Weekend","4",21,22
1478292,"Tamarind TriBeCa","Indian",12.18,"Weekend","Not given",26,30
1478024,"Sushi of Gari Tribeca","Japanese",14.12,"Weekend","Not given",21,29
1478281,"Blue Ribbon Sushi","Japanese",16.93,"Weekend","4",30,25
1478009,"Parm","Italian",6.79,"Weekend","3",21,30
1476898,"Han Dynasty","Chinese",29.2,"Weekend","Not given",26,30
1477285,"RedFarm Broadway","Chinese",14.02,"Weekday","Not given",25,26
1478335,"Nobu Next Door","Japanese",25.17,"Weekend","4",31,29
1477934,"RedFarm Broadway","Chinese",12.61,"Weekend","5",28,21
1476645,"Serafina Fabulous Pizza","Italian",13.68,"Weekend","5",20,20
1477450,"Blue Ribbon Sushi","Japanese",11.93,"Weekend","3",24,21
1477657,"Lantern Thai Kitchen","Thai",13.97,"Weekend","Not given",28,29
1478135,"The Meatball Shop","Italian",14.02,"Weekday","5",20,27
1477254,"Blue Ribbon Sushi","Japanese",8.1,"Weekend","5",35,18
1477705,"Jack's Wife Freda","Mediterranean",12.18,"Weekend","3",33,23
1477814,"Pylos","Mediterranean",35.41,"Weekday","4",21,29
1478059,"Gaia Italian Cafe","Italian",8.78,"Weekend","Not given",25,15
1478192,"Shake Shack","American",16.25,"Weekend","5",27,23
1477743,"Blue Ribbon Sushi","Japanese",6.64,"Weekend","Not given",23,15
1477203,"The Meatball Shop","American",15.86,"Weekday","5",29,26
1477292,"Parm","Italian",17.03,"Weekday","3",21,27
1477178,"Bareburger","American",24.2,"Weekend","4",23,23
1478283,"J. G. Melon","American",8.25,"Weekday","3",34,33
1477321,"Five Guys Burgers and Fries","American",12.08,"Weekend","Not given",20,18
1477322,"CafÌ© China","Chinese",12.13,"Weekend","Not given",27,25
1477879,"ilili Restaurant","Middle Eastern",16.49,"Weekend","4",30,28
1476741,"Blue Ribbon Sushi Izakaya","Japanese",6.79,"Weekend","5",32,30
1478303,"Sushi of Gari","Japanese",10.72,"Weekday","Not given",30,26
1476647,"Piccolo Angolo","Italian",19.35,"Weekend","Not given",29,29
1476669,"Chola Eclectic Indian Cuisine","Indian",8.73,"Weekend","5",30,28
1477049,"TAO","Japanese",9.65,"Weekend","4",25,18
1477602,"Vanessa's Dumplings","Chinese",16.78,"Weekend","5",27,29
1477088,"Mamoun's Falafel","Mediterranean",12.61,"Weekend","4",21,17
1476964,"RedFarm Broadway","Chinese",24.25,"Weekend","5",29,22
1477981,"Westville Hudson","American",11.16,"Weekend","4",24,20
1476717,"Pongsri Thai","Thai",20.18,"Weekday","Not given",23,25
1477851,"Blue Ribbon Sushi Izakaya","Japanese",32.93,"Weekend","4",21,19
1478063,"Parm","Italian",15.86,"Weekday","Not given",30,24
1477636,"Parm","Italian",12.13,"Weekend","4",29,26
1477763,"Blue Ribbon Sushi","Japanese",13.87,"Weekday","Not given",31,30
1477944,"Rubirosa","Italian",14.12,"Weekday","3",26,27
1478073,"TAO","Japanese",24.25,"Weekend","4",22,21
1478357,"Blue Ribbon Sushi","Japanese",14.07,"Weekday","Not given",35,29
1478055,"indikitch","Indian",5.58,"Weekend","Not given",35,30
1476815,"Prosperity Dumpling","Chinese",13.63,"Weekend","5",25,24
1477019,"RedFarm Hudson","Chinese",15.52,"Weekend","5",30,18
1477159,"Shake Shack","American",8.73,"Weekend","Not given",35,17
1478409,"Melt Shop","American",25.27,"Weekend","5",27,30
1477471,"Hot Kitchen","Chinese",29.54,"Weekend","5",34,28
1476747,"Junoon","Indian",9.22,"Weekday","Not given",30,32
1477165,"Blue Ribbon Fried Chicken","American",15.33,"Weekend","Not given",23,15
1477378,"Tamarind TriBeCa","Indian",12.13,"Weekend","Not given",35,20
1476803,"Han Dynasty","Chinese",14.02,"Weekend","Not given",24,15
1477792,"The Smile","American",8.39,"Weekday","Not given",20,31
1478331,"Han Dynasty","Chinese",12.13,"Weekend","5",33,27
1478319,"The Meatball Shop","Italian",16.49,"Weekend","3",22,28
1477090,"Osteria Morini","Italian",9.22,"Weekday","4",29,33
1477623,"The Meatball Shop","Italian",19.35,"Weekend","Not given",27,20
1477098,"RedFarm Broadway","Chinese",22.8,"Weekday","Not given",33,33
1477399,"Shake Shack","American",29.49,"Weekend","Not given",34,24
1476649,"Ravagh Persian Grill","Middle Eastern",16.93,"Weekend","Not given",33,21
1478288,"Rohm Thai","Thai",29.1,"Weekend","Not given",31,23
1477719,"RedFarm Hudson","Chinese",15.04,"Weekend","3",35,25
1477816,"Momoya","Japanese",11.59,"Weekend","3",24,29
1477777,"Hill Country Fried Chicken","Southern",31.43,"Weekday","5",25,28
1476637,"Blue Ribbon Fried Chicken","American",18.24,"Weekend","Not given",21,16
1477349,"Nobu Next Door","Japanese",4.47,"Weekend","5",28,26
1478222,"Vanessa's Dumplings","Chinese",8.98,"Weekend","Not given",20,20
1476774,"Shake Shack","American",29.39,"Weekday","Not given",23,33
1478421,"Dig Inn Seasonal Market","American",15.71,"Weekday","5",27,26
1476775,"Shake Shack","American",29.1,"Weekday","5",29,31
1478087,"Bareburger","American",8.39,"Weekend","3",27,30
1476710,"Blue Ribbon Sushi Izakaya","Japanese",8.93,"Weekend","5",28,18
1478395,"Han Dynasty","Chinese",13,"Weekend","4",32,22
1478265,"Dos Caminos","Mexican",16.06,"Weekend","Not given",35,19
1476625,"Olea","Mediterranean",6.69,"Weekday","Not given",20,28
1477413,"Shake Shack","American",16.1,"Weekend","Not given",28,24
1477485,"Jack's Wife Freda","Mediterranean",6.69,"Weekend","5",21,16
1476708,"Nobu Next Door","Japanese",9.51,"Weekend","Not given",25,29
1477168,"TAO","Japanese",12.08,"Weekend","Not given",24,30
1476872,"Blue Ribbon Sushi","Japanese",5.82,"Weekday","Not given",27,28
1477161,"Nobu Next Door","Japanese",9.41,"Weekend","Not given",32,30
1477799,"Xe May Sandwich Shop","Vietnamese",14.07,"Weekday","Not given",28,28
1477309,"Rubirosa","Italian",22.8,"Weekday","5",32,27
1478132,"Cafeteria","American",12.23,"Weekday","Not given",26,25
1477456,"Blue Ribbon Sushi Bar & Grill","Japanese",15.91,"Weekend","Not given",31,16
1477678,"Otto Enoteca Pizzeria","Italian",9.61,"Weekend","5",26,30
1477428,"Shake Shack","American",8,"Weekend","4",24,30
1477359,"RedFarm Hudson","Chinese",12.08,"Weekend","Not given",21,24
1477542,"Shake Shack","American",12.08,"Weekday","Not given",27,27
1477945,"Rubirosa","Italian",14.12,"Weekend","Not given",33,15
1477211,"Sarabeth's Restaurant","American",21.93,"Weekend","Not given",25,27
1477315,"Cafe Mogador","Middle Eastern",15.91,"Weekend","5",32,15
1478058,"Amy Ruth's","Southern",7.38,"Weekday","4",24,29
1476678,"Shake Shack","American",21.39,"Weekend","4",28,18
1478363,"Cho Dang Gol","Korean",29.25,"Weekend","4",23,21
1477288,"El Parador Cafe","Mexican",13.19,"Weekday","5",22,28
1478350,"Vanessa's Dumplings","Chinese",15.57,"Weekend","5",33,28
1477651,"Parm","Italian",19.45,"Weekday","Not given",28,28
1476977,"Shake Shack","American",25.17,"Weekend","5",27,26
1477544,"RedFarm Hudson","Chinese",19.35,"Weekend","4",31,15
1477487,"TAO","Japanese",12.61,"Weekend","5",32,24
1477187,"Chipotle Mexican Grill $1.99 Delivery","Mexican",12.13,"Weekend","5",34,19
1478387,"Jack's Wife Freda","Mediterranean",12.08,"Weekend","5",30,19
1476955,"Dirty Bird to Go","American",12.08,"Weekday","Not given",23,32
1476673,"Blue Ribbon Sushi Izakaya","Japanese",9.51,"Weekend","Not given",35,21
1476909,"Blue Ribbon Sushi Bar & Grill","Japanese",4.85,"Weekend","5",20,21
1478204,"Blue Ribbon Fried Chicken","American",14.07,"Weekday","4",34,24
1476613,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.1,"Weekend","5",24,28
1476739,"Socarrat Paella Bar","Spanish",25.22,"Weekend","5",23,20
1476617,"The Meatball Shop","Italian",31.33,"Weekend","3",30,15
1477563,"Shake Shack","American",17.03,"Weekday","5",35,32
1477302,"Don's Bogam BBQ & Wine Bar","Korean",12.23,"Weekend","Not given",32,20
1478217,"Tamarind TriBeCa","Indian",6.07,"Weekend","4",30,17
1478341,"Shake Shack","American",10.82,"Weekend","4",34,20
1477200,"Han Dynasty","Chinese",9.51,"Weekday","Not given",24,27
1476982,"Bareburger","American",8.73,"Weekend","5",21,19
1478367,"Blue Ribbon Sushi Izakaya","Japanese",12.23,"Weekday","Not given",26,26
1477852,"da Umberto","Italian",32.98,"Weekend","Not given",30,28
1477325,"Parm","Italian",19.35,"Weekday","4",23,26
1477524,"Xi'an Famous Foods","Chinese",19.45,"Weekend","5",28,18
1477430,"Five Leaves","American",6.26,"Weekday","5",31,26
1477197,"Alidoro","American",12.61,"Weekend","Not given",34,22
1476763,"RedFarm Broadway","Chinese",13.1,"Weekend","4",26,22
1476893,"Tony's Di Napoli","Italian",14.07,"Weekend","Not given",22,27
1476884,"Shake Shack","American",15.57,"Weekend","Not given",35,18
1477693,"Bareburger","American",13.05,"Weekend","4",31,30
1478170,"Blue Ribbon Sushi Izakaya","Japanese",16.44,"Weekend","Not given",32,23
1477676,"Blue Ribbon Sushi","Japanese",8.54,"Weekend","5",34,25
1477637,"Nobu Next Door","Japanese",12.13,"Weekend","Not given",28,16
1477922,"Westville Hudson","American",33.03,"Weekend","5",25,18
1478151,"Cipriani Le Specialita","Italian",5.92,"Weekend","5",35,30
1477219,"The Meatball Shop","Italian",32.98,"Weekday","3",23,25
1478018,"Shake Shack","American",16.25,"Weekday","5",27,31
1477998,"Blue Ribbon Sushi","Japanese",29.1,"Weekend","5",20,16
1477170,"The Meatball Shop","Italian",12.08,"Weekday","Not given",25,28
1478282,"Cafe Habana","Mexican",8.25,"Weekend","4",21,29
1477826,"RedFarm Broadway","Chinese",8.2,"Weekend","4",31,30
1477890,"Shake Shack","American",22.36,"Weekday","3",20,32
1477045,"Chipotle Mexican Grill $1.99 Delivery","Mexican",16.44,"Weekday","Not given",33,30
1478430,"The Loop","Japanese",24.3,"Weekend","5",21,29
1477160,"The Meatball Shop","Italian",8.63,"Weekday","4",28,27
1477605,"Momoya","Japanese",9.02,"Weekend","Not given",21,30
1478351,"Blue Ribbon Sushi","Japanese",12.08,"Weekend","5",31,16
1477017,"TAO","Japanese",15.76,"Weekend","Not given",26,19
1478202,"Burger Joint","American",21.88,"Weekend","5",26,24
1478053,"Barbounia","Mediterranean",5.77,"Weekend","Not given",23,23
1476933,"Shake Shack","American",32.98,"Weekend","3",22,21
1476656,"RedFarm Hudson","Chinese",29.1,"Weekday","Not given",27,26
1478071,"Five Guys Burgers and Fries","American",14.12,"Weekend","4",28,25
1476800,"Blue Ribbon Sushi","Japanese",11.59,"Weekend","Not given",26,23
1477568,"Blue Ribbon Fried Chicken","American",9.75,"Weekday","5",23,32
1478332,"Five Guys Burgers and Fries","American",12.18,"Weekend","Not given",22,26
1477504,"Empanada Mama (closed)","Mexican",15.57,"Weekend","4",24,20
1477597,"Shake Shack","American",24.25,"Weekend","5",34,24
1478001,"Blue Ribbon Fried Chicken","American",31.38,"Weekend","3",35,20
1477127,"Shake Shack","American",15.76,"Weekday","5",30,24
1477846,"Blue Ribbon Sushi","Japanese",24.25,"Weekday","5",30,26
1477297,"Tony's Di Napoli","Italian",29.1,"Weekend","Not given",26,19
1477838,"Han Dynasty","Chinese",12.08,"Weekend","5",22,23
1477112,"Blue Ribbon Fried Chicken","American",12.13,"Weekend","Not given",21,28
1477355,"Blue Ribbon Sushi","Japanese",15.86,"Weekend","Not given",33,15
1477365,"Shake Shack","American",14.07,"Weekend","5",33,25
1477266,"Saravanaa Bhavan","Indian",24.25,"Weekday","5",29,26
1477800,"Sushi Choshi","Japanese",13.73,"Weekend","3",35,27
1478428,"The Smile","American",12.18,"Weekday","5",29,27
1478400,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.05,"Weekend","Not given",28,27
1478403,"RedFarm Broadway","Chinese",32.98,"Weekend","4",25,15
1477970,"Cafe Habana","Mexican",6.69,"Weekday","5",26,31
1476928,"The Meatball Shop","Italian",24.3,"Weekend","Not given",33,21
1477020,"Rubirosa","Italian",7.33,"Weekend","5",26,22
1477973,"RedFarm Hudson","Chinese",9.12,"Weekday","5",29,26
1478406,"Sarabeth's East","American",12.13,"Weekend","Not given",34,30
1477701,"Kanoyama","Japanese",32.98,"Weekend","5",35,16
1477318,"UVA Wine Bar & Restaurant","Italian",14.65,"Weekday","5",32,25
1477438,"Parm","Italian",31.33,"Weekend","Not given",24,16
1478376,"RedFarm Broadway","Chinese",9.65,"Weekend","5",30,20
1477367,"Blue Ribbon Fried Chicken","American",12.95,"Weekend","5",27,28
1477754,"P.J. Clarke's","American",21.34,"Weekday","5",25,28
1478280,"Shake Shack","American",19.4,"Weekend","5",32,15
1478412,"RedFarm Hudson","Chinese",6.69,"Weekend","Not given",24,20
1476887,"Blue Ribbon Sushi","Japanese",12.13,"Weekday","Not given",26,27
1478382,"Nobu Next Door","Japanese",15.91,"Weekend","4",26,15
1478115,"Shake Shack","American",5.77,"Weekend","4",28,18
1476782,"The Meatball Shop","Italian",12.23,"Weekend","5",24,17
1478178,"The Meatball Shop","Italian",12.23,"Weekend","5",25,19
1478294,"Shake Shack","American",12.18,"Weekend","Not given",35,29
1477854,"Tamarind TriBeCa","Indian",11.64,"Weekend","Not given",33,23
1477189,"V-Nam Cafe","Vietnamese",22.26,"Weekend","5",33,26
1476894,"Don's Bogam BBQ & Wine Bar","Korean",14.07,"Weekend","3",33,16
1476807,"Blue Ribbon Sushi","Japanese",16.49,"Weekend","3",24,30
1477937,"The Meatball Shop","Italian",9.65,"Weekday","5",34,28
1478407,"Parm","Italian",12.23,"Weekend","Not given",21,30
1478199,"Han Dynasty","Chinese",12.18,"Weekday","Not given",26,26
1478389,"Sushi of Gari Tribeca","Japanese",12.13,"Weekend","Not given",25,30
1478103,"Blue Ribbon Sushi","Japanese",12.95,"Weekend","5",25,16
1476824,"Momoya","Japanese",19.4,"Weekend","4",27,16
1478441,"RedFarm Hudson","Chinese",29.1,"Weekend","Not given",27,28
1478399,"Han Dynasty","Chinese",29.15,"Weekday","Not given",20,24
1477635,"Amma","Indian",31.43,"Weekday","5",20,27
1476797,"Blue Ribbon Sushi","Japanese",16.15,"Weekend","3",23,21
1476652,"ilili Restaurant","Middle Eastern",8.97,"Weekend","Not given",24,19
1478196,"Blue Ribbon Sushi Bar & Grill","Japanese",15.28,"Weekday","Not given",24,29
1477862,"Shake Shack","American",10.24,"Weekend","Not given",22,21
1478141,"Vanessa's Dumpling House","Chinese",29.1,"Weekday","Not given",22,25
1476962,"Blue Ribbon Sushi","Japanese",12.9,"Weekday","3",25,31
1477959,"Otto Enoteca Pizzeria","Italian",29.05,"Weekend","5",24,18
1477426,"Blue Ribbon Sushi","Japanese",19.35,"Weekend","5",26,23
1478049,"TAO","Japanese",12.71,"Weekend","3",22,17
1477811,"Blue Ribbon Sushi","Japanese",24.3,"Weekend","5",32,28
1478068,"The Smile","American",12.08,"Weekend","5",27,25
1477002,"ilili Restaurant","Middle Eastern",29.25,"Weekend","3",27,21
1477139,"Tortaria","Mexican",13.05,"Weekend","5",23,19
1478150,"Shake Shack","American",25.22,"Weekend","4",35,27
1476603,"Shake Shack","American",12.95,"Weekend","Not given",32,19
1476752,"Nobu Next Door","Japanese",16.06,"Weekend","Not given",31,23
1477073,"Shake Shack","American",29.05,"Weekend","5",21,22
1477823,"Bareburger","American",5.63,"Weekend","4",32,30
1476684,"Shake Shack","American",19.4,"Weekend","5",32,24
1477892,"Parm","Italian",25.17,"Weekday","4",33,32
1477481,"Bareburger","American",25.22,"Weekday","3",31,27
1477538,"Hill Country Fried Chicken","Southern",14.84,"Weekend","4",21,21
